order_id,distance_km,delivery_time,order_value,peak_hour,batch_size,rider_idle_time,warehouse_wait_time,cancelled,city_zone
613,1.09,52,1613,0,5,21,8,1,North
614,5.96,44,2364,0,2,11,14,1,East
615,7.68,26,725,0,4,26,2,0,North
616,2.32,50,1514,0,3,0,5,0,East
617,1.98,36,1296,0,4,17,6,0,East
618,10.3,22,678,0,2,6,8,1,South
619,9.33,44,1558,0,2,20,2,0,North
620,1.32,44,1959,1,2,19,8,0,South
621,4.18,25,2204,1,1,30,18,0,East
622,1.9,51,2366,1,3,15,16,0,North
623,11.33,23,1856,0,1,27,2,1,South
624,11.76,53,1634,0,4,27,18,0,North
625,2.67,35,650,0,1,10,17,1,East
626,10.85,26,413,1,1,2,5,0,North
627,4.16,13,1817,0,2,21,11,0,North
628,9.39,20,473,1,5,11,13,0,South
629,7.82,44,1300,0,5,13,19,1,West
630,8.29,19,301,0,4,30,4,0,West
631,4.05,22,1446,1,3,16,3,0,West
632,1.6,49,889,0,3,4,13,1,East
633,11.06,49,2291,0,5,29,19,1,North
634,8.99,23,1759,0,1,24,8,0,East
635,5.72,51,2132,1,5,1,16,1,East
636,3.85,54,1265,1,1,17,20,1,South
637,2.01,29,1000,0,2,20,15,1,North
638,3.6,33,1197,1,3,29,16,0,East
639,4.1,44,1850,0,3,15,16,1,West
640,8.89,42,345,1,5,26,19,1,South
641,8.74,27,520,0,1,16,18,0,North
642,3.12,34,793,1,3,2,15,0,West
643,6.65,38,2162,0,2,10,11,0,North
644,8.78,20,466,0,1,16,14,0,East
645,7.13,26,1371,0,5,16,5,1,North
646,1.48,28,1140,0,1,27,12,0,North
647,2.33,55,2069,0,5,20,3,1,South
648,6.68,35,2358,1,2,1,12,1,East
649,11.77,30,2089,1,2,5,12,0,North
650,6.4,57,1943,1,3,23,18,1,West
651,7.23,26,1505,1,3,17,8,0,South
652,10.22,26,351,1,2,8,6,0,South
653,9.72,53,1553,1,5,11,9,0,West
654,7.0,54,2326,0,4,24,16,0,North
655,6.7,30,1373,1,3,6,7,1,South
656,8.72,60,944,0,3,3,5,0,East
657,8.75,18,1533,1,2,10,8,1,North
658,2.66,35,2273,0,3,0,17,1,East
659,3.3,19,288,1,4,29,3,1,South
660,11.91,58,504,0,3,19,16,0,South
661,1.49,24,223,0,1,27,9,0,East
662,2.7,25,2068,0,1,22,9,0,East
663,5.52,25,1639,1,3,19,20,1,South
664,3.67,15,378,1,2,27,10,0,West
665,4.95,19,1179,1,5,3,18,0,South
666,1.28,17,2059,0,3,26,5,1,North
667,11.07,51,1132,0,3,7,6,1,North
668,9.92,56,1895,0,4,29,7,0,North
669,8.42,12,232,0,4,23,1,0,West
670,4.85,44,621,0,5,4,5,1,West
671,1.57,20,1695,1,3,9,9,0,West
672,11.58,17,1604,0,2,24,2,0,North
673,4.45,55,2062,1,3,14,9,0,West
674,3.43,18,637,0,1,17,2,1,North
675,4.14,49,424,0,4,13,6,1,East
676,3.48,27,447,1,4,29,19,1,South
677,3.11,38,1379,1,2,21,3,0,North
678,10.95,57,1018,1,2,25,1,0,North
679,5.22,12,693,1,3,21,9,1,North
680,10.0,19,823,1,1,11,14,0,North
681,7.69,26,405,0,4,16,5,1,West
682,9.35,33,327,1,1,30,19,0,East
683,6.3,26,1157,1,5,6,10,0,North
684,7.46,60,2319,0,2,2,11,1,East
685,2.81,15,754,1,4,14,9,0,West
686,2.54,15,2068,1,1,9,1,1,West
687,7.12,38,795,1,4,11,18,0,South
688,6.01,14,647,1,1,6,2,0,East
689,2.14,58,389,0,1,18,10,0,West
690,5.45,49,1599,0,1,8,10,0,North
691,6.92,21,844,0,3,26,7,0,East
692,1.56,14,766,0,5,26,7,0,North
693,9.61,54,776,0,4,12,5,0,East
694,2.39,36,1235,0,4,5,16,1,South
695,8.07,41,1705,1,5,9,16,1,West
696,5.9,54,696,0,1,20,9,0,East
697,11.91,13,2066,1,3,10,1,0,East
698,3.21,30,644,0,3,2,2,0,South
699,3.54,30,682,1,4,22,6,0,East
700,11.4,11,998,1,5,17,5,1,West
701,2.58,20,933,1,4,2,1,1,South
702,1.19,21,1830,1,5,20,16,0,East
703,11.26,20,420,1,1,15,12,0,North
704,5.72,51,528,0,1,24,11,0,North
705,10.38,31,1513,1,4,29,12,1,East
706,1.68,14,1588,1,5,19,12,1,North
707,4.4,45,994,1,2,9,17,0,West
708,8.46,53,2375,0,1,14,2,0,West
709,6.15,38,1987,0,5,16,7,1,West
710,10.18,35,745,1,4,0,13,1,West
711,9.68,46,611,1,5,22,4,1,South
712,10.06,22,1967,0,2,17,18,1,West
713,5.45,27,2257,1,5,30,9,0,East
714,3.31,15,2003,1,4,17,15,1,East
715,3.56,23,892,1,2,29,10,0,North
716,10.06,52,488,1,1,24,15,0,East
717,6.18,39,229,1,4,19,10,0,East
718,5.76,60,2292,1,3,11,19,0,East
719,10.16,54,1223,0,1,5,3,0,South
720,2.77,27,1451,0,1,5,6,1,East
721,7.84,50,993,0,5,4,7,1,East
722,1.56,51,815,0,4,21,19,1,East
723,1.24,19,2186,0,5,22,9,0,South
724,11.11,22,2324,0,1,3,12,1,West
725,2.63,44,415,1,4,14,7,0,West
726,10.23,26,1866,0,2,19,16,0,East
727,2.1,19,600,0,2,16,5,0,North
728,5.44,17,2378,0,1,8,7,0,East
729,10.59,34,625,0,2,30,1,0,South
730,6.05,15,1832,0,3,30,18,1,South
731,7.12,32,654,1,3,5,14,0,North
732,9.17,10,367,1,3,14,8,0,South
733,10.46,15,2170,1,1,26,11,0,North
734,3.42,26,334,0,2,24,3,0,West
735,10.8,18,1732,0,2,27,18,0,North
736,2.73,47,1768,1,5,23,6,0,South
737,5.97,24,585,1,5,15,10,0,West
738,2.51,21,1593,0,3,10,17,1,North
739,3.45,28,963,1,4,8,13,0,South
740,5.08,14,1636,1,1,9,15,1,West
741,5.95,27,643,1,1,27,17,0,North
742,11.05,47,1916,1,3,2,18,0,North
743,1.7,43,851,0,1,11,9,0,West
744,1.03,60,1125,1,2,17,5,1,South
745,3.19,46,1056,1,4,10,14,1,East
746,7.48,34,472,1,2,22,17,1,West
747,2.1,56,601,0,5,1,8,1,West
748,4.23,30,468,0,4,10,1,0,East
749,3.52,21,2240,1,2,9,2,0,South
750,6.29,46,705,1,3,25,15,1,South
751,6.19,53,1410,1,5,10,17,1,North
752,3.71,18,1432,1,2,8,14,1,East
753,11.38,31,302,1,5,28,18,0,West
754,5.58,16,2253,1,5,18,9,1,North
755,9.41,11,1161,1,3,24,4,0,South
756,6.2,43,519,0,4,2,7,0,West
757,7.74,31,849,0,3,20,11,1,South
758,8.02,39,771,0,5,30,4,1,West
759,5.59,52,2092,0,3,16,18,0,North
760,3.25,31,1632,1,3,27,11,1,North
761,2.83,29,1824,0,2,7,5,0,East
762,6.49,31,868,1,2,23,7,1,North
763,6.11,25,2495,0,2,25,8,1,East
764,6.86,34,1487,0,4,30,16,0,North
765,6.38,59,999,1,5,26,1,1,East
766,5.74,39,1682,1,4,3,13,1,South
767,7.76,57,1318,0,1,12,5,1,West
768,6.98,42,1039,0,4,25,13,1,North
769,10.15,10,728,0,1,11,6,1,South
770,3.48,32,1831,0,3,27,18,1,North
771,8.41,52,1468,1,5,3,3,0,North
772,3.54,43,2295,0,3,9,9,1,North
773,1.32,13,422,1,1,7,19,0,West
774,5.64,50,404,0,4,18,8,0,East
775,6.56,16,874,1,3,21,16,0,South
776,6.88,34,304,1,1,2,15,1,South
777,5.53,21,1399,1,1,14,20,0,North
778,3.64,10,1083,0,2,19,1,1,East
779,8.66,58,956,0,3,8,6,0,South
780,11.59,11,1279,1,4,2,7,0,South
781,8.16,55,865,0,4,27,13,1,West
782,2.8,56,1618,1,5,14,1,0,South
783,10.04,33,2338,0,1,15,14,1,West
784,4.12,10,968,1,4,29,8,1,South
785,1.16,38,1285,1,1,7,8,1,West
786,1.96,43,2109,1,4,0,14,0,West
787,11.79,47,312,1,5,28,7,0,North
788,1.46,19,2032,1,2,13,7,0,East
789,4.03,54,1417,0,3,3,6,0,East
790,1.18,29,1720,0,5,28,13,1,North
791,3.85,31,1154,1,1,9,7,1,West
792,2.99,14,397,0,4,1,2,1,East
793,1.48,34,2059,1,3,29,10,0,East
794,6.98,31,1964,1,4,22,14,1,West
795,3.98,44,850,1,1,21,12,1,East
796,10.97,47,2008,1,5,22,5,1,West
797,6.08,56,420,0,3,21,10,0,North
798,9.69,59,2184,0,3,29,10,1,North
799,2.59,37,1924,1,5,10,2,1,East
800,1.4,19,480,0,3,5,15,1,South
801,9.55,37,2446,0,1,30,8,1,West
802,2.56,18,1627,0,5,22,4,0,South
803,5.79,32,2386,1,5,12,10,0,North
804,5.2,45,1456,1,1,24,12,0,North
805,11.44,39,1786,0,3,22,1,0,South
806,11.88,30,697,0,3,27,20,0,West
807,1.93,29,1202,0,3,5,15,0,North
808,4.74,12,1769,1,4,30,2,0,South
809,4.14,42,635,0,2,17,14,1,North
810,1.49,22,1949,0,4,27,20,1,West
811,4.78,51,913,0,2,27,19,0,North
812,8.6,13,1592,0,1,6,7,0,East
813,3.48,33,293,0,2,6,14,1,East
814,11.09,15,1965,0,3,1,4,0,West
815,8.23,46,293,1,4,4,1,1,North
816,8.33,31,924,1,2,21,16,0,North
817,3.25,33,1440,1,2,2,4,1,West
818,2.49,34,2114,1,1,6,13,0,South
819,3.02,47,1387,1,1,24,7,0,East
820,4.26,34,828,0,2,26,4,0,South
821,5.8,25,444,0,5,24,5,1,East
822,2.26,52,1215,0,1,18,19,1,East
823,5.39,25,1279,0,3,26,10,1,East
824,8.59,22,1791,1,2,19,10,0,West
825,3.88,18,575,1,1,20,18,1,South
826,10.96,55,1243,1,5,26,7,1,North
827,2.79,16,1037,1,2,17,6,1,West
828,2.97,47,1095,0,5,14,8,1,South
829,1.72,11,370,0,1,7,3,1,South
830,2.28,33,2252,1,1,30,2,1,North
831,6.75,34,1933,1,2,17,13,1,East
832,3.49,22,1424,0,2,2,7,1,East
833,3.34,37,2422,1,2,6,3,1,West
834,6.61,21,2483,0,5,20,7,1,North
835,3.27,37,1128,0,4,26,18,1,North
836,2.47,26,1409,0,3,3,2,1,East
837,3.34,17,1509,0,5,24,15,1,West
838,10.36,38,1272,1,3,25,5,1,North
839,4.17,44,349,1,4,10,4,0,West
840,3.13,38,1755,1,1,3,11,1,East
841,1.71,19,2415,1,1,7,14,1,South
842,8.55,30,845,1,5,13,16,0,South
843,7.62,19,1954,0,1,3,8,0,East
844,1.43,33,1421,0,5,20,10,1,East
845,9.55,16,769,1,2,3,11,0,East
846,3.17,26,1154,1,1,20,18,1,North
847,10.7,33,720,0,5,15,12,1,South
848,8.22,22,231,0,4,19,2,1,West
849,5.15,33,795,1,2,19,16,0,North
850,6.38,34,256,0,3,29,8,1,North
851,9.78,14,975,1,2,22,8,1,North
852,10.11,27,2414,0,3,28,20,0,North
853,9.48,45,1955,0,2,4,13,0,North
854,2.47,53,1599,1,5,24,20,1,South
855,9.54,47,1136,1,4,6,1,1,North
856,1.93,36,1011,1,5,21,18,1,South
857,10.18,14,2283,0,2,15,20,0,South
858,4.69,34,2200,0,4,18,9,0,North
859,9.65,52,480,1,3,17,4,0,East
860,1.4,49,1864,0,5,4,16,1,North
861,1.99,47,2414,0,2,17,17,0,South
862,6.24,31,435,1,4,12,15,0,West
863,8.54,30,882,1,2,7,11,1,North
864,10.27,55,2271,0,2,25,5,0,West
865,5.83,44,2369,0,2,12,12,1,North
866,2.94,16,961,1,4,30,11,0,East
867,6.41,26,1787,1,5,25,11,1,East
868,1.98,18,1807,1,2,30,13,0,South
869,11.87,31,2464,0,3,17,1,0,East
870,3.16,20,1960,0,2,22,15,1,North
871,3.37,38,952,1,4,24,4,1,West
872,2.22,16,841,0,3,24,14,0,East
873,3.38,40,1628,1,5,4,10,1,North
874,9.25,26,1682,0,1,25,11,0,East
875,1.93,59,2107,0,3,22,11,1,North
876,4.73,42,1447,1,5,10,10,0,East
877,6.51,56,502,0,3,12,5,1,North
878,1.32,16,715,1,4,19,16,0,West
879,3.83,53,906,1,2,21,12,0,East
880,2.97,31,1450,0,5,16,3,0,South
881,7.5,47,1820,0,2,3,13,1,West
882,1.5,58,623,1,3,14,18,1,East
883,3.41,29,2199,1,4,18,3,1,South
884,9.41,52,1200,0,5,22,4,0,West
885,2.14,49,718,1,1,12,13,1,West
886,2.27,38,920,0,2,14,11,1,East
887,6.93,15,2127,0,1,22,9,0,West
888,7.17,13,1784,0,3,5,7,1,West
889,11.2,20,1905,1,5,7,14,0,North
890,2.54,59,2391,1,3,23,13,1,East
891,4.81,37,519,1,1,13,11,1,East
892,2.19,24,631,0,1,20,19,0,West
893,8.99,47,629,1,3,19,5,0,West
894,2.55,14,1877,0,1,25,20,0,West
895,6.57,17,1498,0,1,12,18,0,North
896,6.18,22,2394,0,2,4,9,1,West
897,11.36,15,892,1,2,13,19,0,East
898,8.98,47,1526,1,1,30,14,1,East
899,7.03,42,296,0,5,16,8,0,East
900,11.02,13,1544,1,2,2,14,0,North
901,6.73,27,2469,1,4,28,4,0,East
902,3.09,12,1605,1,1,14,10,1,North
903,1.6,40,2015,1,4,3,9,0,South
904,5.53,10,1766,0,2,3,10,0,East
905,4.27,12,404,0,3,1,8,0,West
906,4.54,16,1222,0,1,5,13,1,South
907,4.73,26,1088,1,4,30,3,0,West
908,9.45,11,1414,1,3,7,1,1,North
909,1.58,56,2157,1,1,21,9,0,East
910,8.31,38,621,0,2,20,3,0,West
911,8.61,21,625,1,1,7,13,1,West
912,4.2,18,1910,1,3,20,3,0,South
913,4.11,39,2019,1,3,8,20,1,South
914,3.2,44,2331,0,4,17,6,1,East
915,3.1,49,2342,1,2,18,1,0,South
916,9.6,54,1715,0,3,20,2,0,South
917,6.17,40,853,1,3,2,11,0,East
918,3.1,54,604,0,1,17,18,0,North
919,2.65,54,407,0,3,4,4,0,South
920,1.02,47,1446,1,3,9,6,0,South
921,7.95,41,2134,0,4,3,16,0,East
922,9.54,53,874,1,5,9,14,0,North
923,6.96,40,1950,0,3,6,5,0,West
924,10.42,46,2197,1,2,0,6,1,East
925,3.35,23,654,1,4,14,17,0,South
926,7.83,22,1025,1,1,30,1,0,West
927,2.28,41,983,0,5,22,14,1,East
928,1.1,47,1948,1,4,26,5,0,East
929,6.27,52,1547,1,3,23,20,1,North
930,2.44,41,2101,0,3,25,1,0,West
931,2.32,20,385,0,1,28,14,1,East
932,8.84,40,271,1,2,20,5,1,East
933,10.66,38,1889,0,1,8,7,0,North
934,1.92,20,1728,1,3,28,12,1,North
935,8.66,47,701,1,5,14,6,0,North
936,8.04,50,2335,1,3,9,14,0,South
937,11.72,60,969,1,5,21,10,0,East
938,6.85,57,854,1,4,23,2,0,West
939,7.05,39,697,1,4,2,4,1,East
940,10.42,15,393,1,4,6,14,1,North
941,2.85,56,1339,1,1,12,9,1,West
942,7.2,20,1209,0,5,3,10,0,East
943,4.69,12,1526,1,4,27,15,1,East
944,9.61,42,1542,1,3,29,17,1,North
945,7.72,30,574,0,2,23,5,0,West
946,4.99,32,1595,1,3,3,9,0,North
947,4.01,55,872,1,5,24,12,1,West
948,8.11,44,1402,0,4,20,17,1,South
949,1.09,57,1270,0,5,10,19,1,West
950,1.59,20,924,0,1,8,18,1,East
951,10.0,38,845,1,3,9,17,0,West
952,6.36,60,1953,1,5,14,7,0,North
953,10.92,10,1524,1,2,12,13,0,South
954,11.01,57,1092,1,4,6,5,0,South
955,8.86,59,1286,0,2,8,18,1,West
956,3.2,31,1558,1,3,28,16,1,West
957,3.68,56,366,0,3,24,1,1,West
958,2.3,41,1896,0,4,7,3,1,West
959,7.94,44,1424,0,2,18,8,0,East
960,9.15,26,318,0,4,4,5,0,South
961,6.83,23,1710,1,1,18,9,1,North
962,7.95,30,2404,1,2,5,20,0,North
963,1.43,40,1573,0,4,21,12,1,South
964,4.27,16,2020,1,1,2,14,1,North
965,7.65,31,981,1,2,11,4,1,North
966,7.13,34,278,0,4,17,3,0,North
967,9.94,51,1279,0,3,22,3,1,West
968,8.62,22,571,1,4,21,4,1,West
969,10.27,23,926,1,4,29,6,1,North
970,6.91,20,854,0,4,24,17,0,South
971,7.73,42,1732,0,3,29,20,0,South
972,6.73,18,1910,0,3,23,11,0,West
973,10.25,43,1925,1,3,17,7,0,South
974,5.87,45,927,0,3,7,19,1,East
975,3.38,46,1682,0,5,16,12,1,East
976,7.21,18,494,1,2,14,16,1,South
977,2.13,45,1040,1,2,8,15,1,South
978,9.33,56,2410,1,2,4,10,1,West
979,7.75,20,381,1,2,21,11,0,West
980,8.74,52,328,0,5,0,5,1,West
981,8.18,16,2445,0,2,30,6,0,East
982,4.89,53,1840,1,2,21,13,0,North
983,3.45,21,2394,1,3,12,11,1,East
984,10.47,17,755,1,1,12,3,0,East
985,9.03,41,1220,0,2,0,8,0,East
986,3.32,43,2335,1,1,12,15,1,East
987,4.94,17,235,0,2,12,11,1,North
988,11.69,27,798,1,5,13,12,1,North
989,8.32,44,1870,0,4,21,2,1,East
990,9.19,22,2280,0,1,1,16,1,North
991,1.77,24,2473,1,2,27,1,0,North
992,3.31,55,1741,0,5,8,13,0,North
993,4.63,29,992,1,4,26,4,1,West
994,6.51,12,1041,0,5,0,18,1,South
995,6.82,32,2369,1,3,0,10,0,South
996,4.26,46,1431,1,5,0,16,1,East
997,8.37,13,1163,1,2,21,7,1,North
998,9.45,23,2250,0,1,13,5,1,South
999,11.51,19,2127,1,5,21,10,0,East
1000,7.58,53,2021,0,1,28,6,1,South
1001,8.03,22,1036,0,4,23,12,1,West
1002,9.76,51,757,1,4,28,4,1,North
1003,5.52,31,343,0,5,20,9,0,South
1004,10.0,35,2114,0,2,2,16,0,East
1005,5.49,51,564,1,1,2,19,1,North
1006,8.27,11,512,1,1,27,8,1,North
1007,5.59,13,1807,1,5,25,16,0,North
1008,11.64,39,2298,1,5,11,6,1,North
1009,10.4,36,1778,1,5,0,15,1,East
1010,5.12,31,2297,0,2,27,17,0,South
1011,2.13,46,634,1,4,0,4,1,North
1012,2.97,24,1376,1,5,21,6,1,West
1013,8.55,30,1307,0,1,21,20,1,West
1014,10.69,46,2194,1,4,8,11,1,West
1015,4.02,33,336,1,1,23,12,0,North
1016,5.93,48,1658,0,3,29,6,1,West
1017,6.62,10,659,0,5,17,12,1,South
1018,3.57,14,2365,0,1,0,14,1,East
1019,3.49,57,993,0,4,3,13,0,West
1020,2.7,26,968,0,3,10,8,1,South
1021,7.95,14,1697,0,3,16,1,1,East
1022,8.85,36,2214,1,3,16,5,0,West
1023,3.84,15,1738,0,1,2,1,1,North
1024,2.78,39,675,1,2,29,14,1,South
1025,10.2,17,874,1,4,21,10,1,North
1026,11.51,59,2203,0,4,18,2,1,South
1027,9.72,16,2337,1,4,29,18,1,East
1028,1.82,20,779,0,5,24,17,1,South
1029,11.92,49,1647,1,2,8,10,1,West
1030,8.56,17,377,0,3,23,13,0,South
1031,8.44,17,2253,0,4,11,9,1,North
1032,6.42,60,1851,0,1,23,4,1,South
1033,6.12,51,1991,1,1,23,11,1,East
1034,8.55,58,1701,1,2,9,4,0,North
1035,10.05,48,615,0,4,7,10,0,West
1036,3.58,52,1095,0,2,29,19,0,West
1037,9.69,54,2159,1,4,21,15,1,South
1038,4.73,50,215,1,2,16,10,1,South
1039,6.3,20,2391,0,1,28,14,0,West
1040,8.8,45,1939,0,3,3,15,0,West
1041,10.63,14,2144,0,2,23,19,0,West
1042,4.98,58,765,0,2,30,10,0,South
1043,2.32,53,215,1,5,18,1,0,North
1044,11.91,25,1458,1,1,19,4,0,North
1045,3.04,57,2044,0,2,17,11,0,West
1046,1.12,16,1251,0,1,7,11,1,South
1047,9.23,21,1229,1,1,11,13,0,South
1048,5.49,50,316,1,1,4,15,0,East
1049,5.01,26,737,0,3,9,4,1,West
1050,5.49,42,455,0,4,11,8,0,East
1051,9.09,57,2165,1,1,12,11,1,West
1052,5.57,26,2303,1,5,6,5,0,East
1053,1.77,15,2390,1,2,29,20,0,West
1054,1.19,49,2165,0,5,2,20,1,South
1055,11.59,43,1864,1,5,5,14,1,West
1056,2.41,28,940,0,2,12,17,1,East
1057,1.23,58,424,0,5,9,7,0,South
1058,11.63,43,2364,0,2,17,2,0,West
1059,1.33,21,2277,1,4,2,14,1,North
1060,4.26,44,1131,0,1,16,6,0,South
1061,4.11,15,712,0,1,7,17,1,South
1062,4.12,33,2497,1,5,19,15,0,South
1063,6.93,54,2486,0,1,14,11,1,West
1064,5.22,13,1889,1,1,9,6,0,East
1065,8.05,51,2298,0,4,20,13,1,East
1066,2.95,25,859,0,4,30,20,0,West
1067,6.11,14,1734,0,1,2,5,1,North
1068,7.12,58,1425,0,1,9,6,1,North
1069,1.77,13,249,0,1,24,9,1,South
1070,5.18,59,1252,0,1,28,9,1,West
1071,6.83,35,267,1,1,9,5,0,South
1072,5.01,39,1339,1,5,29,10,0,North
1073,6.62,48,509,1,4,2,3,0,North
1074,11.5,55,1197,0,2,25,19,0,West
1075,4.69,48,2452,0,3,0,14,1,East
1076,11.31,46,1580,1,1,12,5,1,West
1077,10.93,23,1247,1,4,2,11,0,West
1078,7.33,53,1960,1,5,2,14,0,West
1079,6.34,31,1660,1,4,17,16,0,North
1080,1.69,48,2100,1,2,13,16,0,North
1081,5.76,56,1013,1,4,7,7,0,West
1082,10.23,56,975,1,4,14,6,1,East
1083,4.6,56,2036,0,4,27,3,1,North
1084,5.3,18,1030,0,1,25,8,1,South
1085,6.78,19,2140,1,3,13,12,0,South
1086,5.36,35,2022,1,2,3,2,1,East
1087,2.19,34,2334,0,5,20,16,0,West
1088,7.74,26,1286,0,1,0,5,1,West
1089,11.04,19,1613,1,2,14,12,1,North
1090,7.82,35,2049,1,5,12,17,1,East
1091,1.59,29,2370,0,1,28,18,0,West
1092,11.77,20,818,1,1,6,8,0,East
1093,10.78,41,2353,0,2,9,14,0,West
1094,2.14,60,2205,1,3,8,10,0,South
1095,10.72,24,1368,0,1,20,16,1,East
1096,11.7,15,832,0,3,20,1,0,North
1097,11.99,26,2057,0,2,20,6,0,South
1098,11.67,38,2274,0,1,14,7,1,East
1099,3.6,12,2025,1,5,21,9,1,West
1100,5.6,30,1339,0,3,16,8,1,South
1101,1.94,50,2340,0,4,30,5,0,South
1102,4.4,60,2156,0,4,24,11,1,West
1103,2.62,23,305,0,1,6,10,1,East
1104,8.02,27,2495,1,4,21,2,1,East
1105,4.15,14,1196,0,1,24,8,0,North
1106,9.02,46,2272,1,4,27,3,1,West
1107,2.59,48,340,1,5,7,19,0,East
1108,3.68,20,401,0,4,20,3,0,North
1109,5.86,32,1166,1,5,7,14,0,South
1110,2.44,46,1010,0,2,14,3,1,East
1111,9.0,35,1257,0,4,21,13,0,North
1112,7.63,16,540,0,1,16,5,0,South
1113,6.61,34,697,0,3,6,17,0,East
1114,8.56,28,473,0,2,8,4,0,East
1115,2.7,45,951,0,4,12,13,1,North
1116,10.54,26,2483,1,1,1,12,0,North
1117,11.58,32,814,1,2,28,9,0,West
1118,7.33,35,900,1,2,12,14,1,East
1119,2.69,38,2424,0,3,3,12,1,West
1120,5.58,52,1566,1,1,2,10,0,South
1121,8.56,30,819,0,5,19,6,0,East
1122,3.06,40,841,1,5,9,6,0,West
1123,10.53,20,1678,1,2,11,14,0,West
1124,1.18,10,2076,0,1,3,12,1,East
1125,6.95,23,2284,1,1,10,10,1,North
1126,2.81,56,1039,1,3,14,20,0,East
1127,3.97,43,2274,1,5,3,1,0,West
1128,10.56,12,2342,1,5,19,8,0,East
1129,9.59,58,1338,1,2,18,17,0,West
1130,9.19,14,379,0,2,4,7,0,North
1131,11.92,58,639,0,2,0,15,0,North
1132,4.2,13,1849,1,1,18,3,1,North
1133,6.79,39,589,0,1,3,11,0,West
1134,11.39,33,1285,1,1,2,2,1,West
1135,2.41,51,1454,0,3,15,9,1,North
1136,8.66,56,1324,0,1,15,9,0,North
1137,9.34,39,2248,0,2,25,10,0,West
1138,7.23,35,1072,0,5,3,17,0,South
1139,1.78,57,1154,0,2,24,4,1,West
1140,7.97,31,413,0,3,9,19,0,South
1141,3.14,42,980,1,4,20,9,1,West
1142,6.0,10,1042,0,2,21,8,0,West
1143,10.88,44,702,0,2,0,19,1,South
1144,5.94,14,2002,0,3,22,10,1,North
1145,1.14,41,2340,1,3,23,11,1,North
1146,6.51,22,2082,0,4,23,17,1,East
1147,5.57,50,431,0,4,15,7,1,East
1148,11.53,14,454,1,4,16,2,1,South
1149,5.23,25,1456,0,5,18,13,0,South
1150,4.73,11,1182,0,4,15,9,0,North
1151,5.98,42,2432,1,1,30,8,1,East
1152,11.95,48,1510,1,4,23,13,1,South
1153,11.45,28,912,0,1,13,7,1,East
1154,8.09,30,2240,0,5,20,1,0,North
1155,10.0,25,1963,0,1,5,8,0,West
1156,8.69,58,1463,1,1,11,5,0,West
1157,11.17,29,474,0,1,17,18,1,West
1158,7.61,49,2421,0,4,21,11,0,North
1159,2.62,15,1691,0,1,0,14,1,North
1160,3.13,56,1493,0,3,21,3,1,West
1161,3.58,35,466,1,4,2,1,1,South
1162,1.86,56,1663,0,5,22,8,1,East
1163,7.18,50,2408,0,5,0,11,0,North
1164,11.23,53,1459,1,5,27,17,0,North
1165,9.95,51,238,1,1,20,7,0,West
1166,8.29,10,775,0,1,26,1,0,West
1167,4.26,24,1105,1,3,26,7,0,West
1168,6.23,24,2126,1,5,9,12,1,East
1169,8.39,43,1694,0,3,1,10,1,South
1170,9.39,19,2468,0,3,13,7,0,West
1171,10.45,15,254,1,3,10,2,1,East
1172,6.25,36,1954,0,4,9,19,1,South
1173,1.77,46,1574,1,3,25,12,0,West
1174,7.31,23,2387,1,1,10,17,0,South
1175,5.86,17,1489,0,1,0,20,1,South
1176,3.54,50,1755,1,1,14,1,0,West
1177,1.02,46,1608,1,5,2,16,0,West
1178,11.61,19,1705,0,4,15,1,1,North
1179,7.29,58,947,1,2,10,20,1,West
1180,3.57,41,1559,0,2,17,20,0,South
1181,6.54,35,2466,1,3,29,16,0,South
1182,1.31,18,1920,1,4,13,16,1,East
1183,8.21,12,1434,1,4,23,17,0,East
1184,7.44,16,664,1,2,9,8,1,South
1185,6.21,53,1188,1,5,22,4,0,East
1186,8.56,23,2388,0,5,5,19,0,North
1187,1.79,32,2462,0,3,15,18,0,North
1188,11.18,34,1799,1,3,12,12,1,North
1189,11.76,19,1222,0,3,23,12,1,West
1190,10.95,23,1731,0,4,17,10,1,North
1191,6.48,56,1295,1,5,30,5,0,South
1192,1.69,27,1040,0,5,23,1,1,South
1193,3.14,35,2253,0,5,28,9,0,South
1194,3.1,37,2112,0,1,25,9,0,North
1195,11.83,57,2455,1,5,28,4,0,North
1196,9.43,57,457,1,4,5,8,1,East
1197,9.14,41,278,0,5,9,3,1,East
1198,3.69,22,1375,0,4,18,7,0,North
1199,4.86,12,443,0,5,17,2,1,South
1200,5.27,39,1961,0,4,28,7,0,South
1201,9.48,54,712,0,3,8,10,1,West
1202,3.45,29,2075,1,3,18,20,0,West
1203,10.05,45,1677,0,2,27,16,0,East
1204,2.8,13,483,0,5,29,2,0,South
1205,4.81,53,1019,1,1,10,17,1,North
1206,1.68,22,1619,0,2,8,2,1,East
1207,7.03,41,2342,0,4,28,2,1,South
1208,3.53,54,877,1,5,3,20,0,North
1209,10.06,37,566,1,1,18,13,1,South
1210,11.52,60,1275,0,3,3,7,1,East
1211,5.6,12,920,1,3,2,11,1,South
1212,8.68,19,1067,1,3,26,5,0,East
1213,4.07,16,1150,0,1,3,17,1,South
1214,1.15,46,733,0,4,28,8,1,North
1215,7.23,35,817,1,4,29,9,0,North
1216,9.77,47,325,1,3,13,17,0,South
1217,7.5,43,1607,1,5,21,9,1,North
1218,10.13,23,1677,1,1,18,17,1,North
