order_id,distance_km,delivery_time,order_value,peak_hour,batch_size,rider_idle_time,warehouse_wait_time,cancelled,city_zone,cost_per_order,sla_violation
473,1.57,19,2045,1,5,25,20,0,South,41.06,0
474,2.8,45,340,1,2,9,5,0,East,89.9,1
475,11.62,25,2107,0,4,7,5,0,East,130.45999999999998,0
476,11.97,47,2323,1,4,17,7,1,North,166.26,1
477,11.58,59,1734,1,4,16,2,0,East,181.14,1
478,2.61,39,987,1,2,3,14,1,East,79.38,1
479,4.1,57,359,0,2,21,4,1,North,118.3,1
480,8.02,52,1054,0,2,7,14,1,South,142.16,1
481,11.8,54,957,0,1,3,6,1,South,175.4,1
482,2.89,25,870,1,2,29,7,0,South,60.620000000000005,0
483,1.03,60,1505,1,4,24,11,0,West,98.24,1
484,7.2,10,1968,1,1,12,1,1,South,72.6,0
485,8.35,10,2286,1,1,7,4,0,East,81.8,0
486,7.18,16,1134,1,3,18,14,1,North,81.44,0
487,11.59,56,1838,1,1,12,1,0,East,176.72,1
488,7.17,25,1265,1,4,23,11,0,East,94.86,0
489,6.21,54,877,1,2,3,17,1,South,130.68,1
490,1.13,28,656,0,4,29,8,1,West,51.04,0
491,7.76,11,1566,1,4,11,9,0,North,78.58,0
492,9.04,38,1206,1,1,25,17,1,West,129.32,1
493,8.5,36,1630,1,2,3,8,1,North,122.0,1
494,2.16,20,1691,1,2,13,9,0,West,47.28,0
495,9.2,20,1034,1,1,8,3,1,East,103.6,0
496,5.88,36,1100,0,3,6,19,0,South,101.03999999999999,1
497,2.85,55,1583,1,1,14,3,1,East,105.3,1
498,2.26,49,1708,0,1,27,20,1,East,91.58,1
499,2.64,24,1551,1,4,8,9,1,East,57.120000000000005,0
500,2.64,34,1422,0,3,9,19,1,North,72.12,1
501,8.76,58,1018,0,4,13,18,0,South,157.07999999999998,1
502,8.07,57,754,1,3,9,3,0,South,150.06,1
503,3.59,23,302,0,4,11,9,1,South,63.22,0
504,1.23,19,1156,0,2,16,13,1,West,38.34,0
505,10.98,51,757,0,3,20,11,1,West,164.34,1
506,5.67,15,1482,1,5,20,14,1,West,67.86,0
507,5.49,19,1072,1,3,29,7,1,West,72.42,0
508,8.05,34,1357,0,1,0,1,1,North,115.4,1
509,4.03,53,1636,0,3,9,7,1,South,111.74000000000001,1
510,5.18,23,1761,1,5,23,6,0,North,75.94,0
511,3.53,55,2261,1,4,7,14,1,West,110.74,1
512,6.72,53,1277,0,4,21,19,1,South,133.26,1
513,1.48,42,207,1,1,28,8,1,East,74.84,1
514,7.77,37,2243,0,1,19,7,1,West,117.66,1
515,11.56,45,1484,0,4,29,6,0,East,159.98000000000002,1
516,7.64,53,209,1,3,5,18,1,West,140.62,1
517,4.3,57,337,1,4,25,3,0,North,119.9,1
518,9.12,54,384,1,3,3,14,0,West,153.95999999999998,1
519,11.82,59,2455,0,2,3,5,0,East,183.06,1
520,8.98,52,237,1,1,3,9,1,West,149.84,1
521,11.32,32,231,1,4,24,7,1,South,138.56,1
522,5.61,33,1764,0,5,4,10,1,North,94.38,1
523,9.42,55,807,0,3,20,8,0,South,157.86,1
524,2.75,36,1794,0,1,15,8,1,North,76.0,1
525,1.88,36,1601,0,5,11,9,1,West,69.03999999999999,1
526,4.14,19,1640,1,3,18,15,1,East,61.62,0
527,2.06,10,246,1,5,28,12,0,North,31.48,0
528,5.16,59,1865,0,4,6,16,1,North,129.78,1
529,2.7,20,1593,0,5,1,18,0,West,51.6,0
530,2.09,26,1794,1,2,3,16,0,North,55.72,0
531,10.07,55,1499,1,5,25,11,1,North,163.06,1
532,9.65,52,1355,1,5,21,4,1,South,155.2,1
533,3.58,18,1761,0,3,14,15,0,South,55.64,0
534,11.03,13,1892,0,2,6,10,1,East,107.74,0
535,5.82,14,2220,1,2,28,17,0,North,67.56,0
536,9.05,23,2267,0,4,8,17,0,East,106.9,0
537,7.97,36,1164,0,5,6,4,0,South,117.75999999999999,1
538,8.07,26,1361,1,1,2,20,1,East,103.56,0
539,10.39,38,1877,1,1,5,16,1,East,140.12,1
540,4.77,37,1016,1,3,2,4,0,South,93.66,1
541,11.12,29,2113,1,3,23,16,1,West,132.45999999999998,0
542,10.87,56,1550,0,3,0,11,1,South,170.95999999999998,1
543,10.35,15,685,0,5,24,13,1,South,105.3,0
544,9.37,49,477,1,2,12,5,0,South,148.45999999999998,1
545,6.66,21,1711,1,5,21,12,1,West,84.78,0
546,9.2,43,1802,0,2,27,2,1,West,138.1,1
547,9.76,11,513,0,4,24,7,1,North,94.58,0
548,1.9,56,418,1,2,23,19,0,North,99.2,1
549,3.13,43,2444,0,4,28,6,0,South,89.53999999999999,1
550,2.85,48,719,1,1,21,14,0,East,94.8,1
551,7.49,27,540,1,5,18,1,1,North,100.42,0
552,7.05,25,723,0,1,23,2,1,West,93.9,0
553,2.99,34,976,0,3,6,7,0,East,74.92,1
554,4.47,60,897,0,4,14,17,0,South,125.75999999999999,1
555,10.66,26,384,1,5,3,18,1,North,124.28,0
556,7.34,41,1011,0,5,25,4,0,West,120.22,1
557,4.31,54,1800,1,2,0,11,1,East,115.47999999999999,1
558,1.21,42,1122,0,3,6,13,0,West,72.68,1
559,7.95,42,1948,0,2,9,1,1,West,126.6,1
560,7.31,13,621,1,1,9,3,0,East,77.97999999999999,0
561,1.08,41,1942,1,2,7,17,0,South,70.14,1
562,6.38,38,1783,1,2,17,16,0,North,108.03999999999999,1
563,9.22,43,1977,0,1,23,1,0,South,138.26,1
564,7.5,23,1988,0,3,27,5,1,North,94.5,0
565,2.81,37,2031,1,3,11,15,1,East,77.98,1
566,1.76,13,1473,1,3,2,12,1,West,33.58,0
567,5.34,27,1150,1,5,12,12,1,East,83.22,0
568,2.06,38,1460,0,3,3,18,1,East,73.48,1
569,11.74,19,1778,1,2,0,16,0,West,122.42,0
570,11.1,27,558,0,1,21,11,1,North,129.3,0
571,8.16,37,1766,0,5,0,20,0,West,120.78,1
572,9.25,33,201,0,4,1,7,1,East,123.5,1
573,5.12,21,1478,1,5,24,12,1,South,72.46000000000001,0
574,9.42,19,1968,0,2,3,6,0,East,103.86,0
575,10.66,59,591,0,5,28,16,0,East,173.78,1
576,3.24,42,973,1,2,12,19,1,East,88.92,1
577,11.16,35,1098,1,1,2,5,0,North,141.78,1
578,7.99,39,1964,1,4,8,6,1,South,122.42,1
579,4.67,29,1593,0,3,6,17,0,East,80.86,0
580,9.55,57,1274,0,3,26,7,1,North,161.9,1
581,2.22,42,2477,1,5,16,2,0,East,80.76,1
582,3.47,18,701,0,2,16,14,0,North,54.760000000000005,0
583,9.81,41,1091,0,3,17,2,1,West,139.98000000000002,1
584,8.92,17,939,1,3,26,7,1,East,96.86,0
585,10.55,40,636,1,5,7,3,0,West,144.4,1
586,9.29,57,2008,1,4,20,15,1,South,159.82,1
587,10.06,23,811,1,4,28,20,0,West,114.98,0
588,1.06,58,561,0,5,4,10,0,West,95.48,1
589,7.65,28,1478,0,1,20,1,1,West,103.2,0
590,9.78,40,709,0,3,24,14,0,North,138.24,1
591,2.19,58,1756,1,5,30,18,1,North,104.52,1
592,4.22,34,1602,1,3,25,3,0,North,84.75999999999999,1
593,6.41,39,1286,0,2,29,5,1,North,109.78,1
594,2.65,43,860,1,5,25,13,1,South,85.7,1
595,3.27,22,2155,0,2,30,20,0,North,59.16,0
596,6.12,19,961,1,3,9,4,1,West,77.46000000000001,0
597,2.15,54,1284,0,4,25,4,1,North,98.2,1
598,1.3,17,835,0,2,11,10,0,South,35.9,0
599,5.93,21,1798,1,5,26,14,0,North,78.94,0
600,6.14,19,2432,0,4,3,9,1,North,77.62,0
601,9.47,23,2397,1,5,21,1,0,North,110.26,0
602,11.04,22,1205,1,1,2,11,0,North,121.32,0
603,3.38,53,886,0,2,14,7,1,West,106.53999999999999,1
604,6.77,17,328,0,5,11,15,0,North,79.66,0
605,8.27,47,2230,0,3,1,3,1,East,136.66,1
606,11.51,44,1373,1,2,11,17,0,North,158.07999999999998,1
607,2.61,30,1736,1,4,19,7,1,South,65.88,0
608,1.53,12,443,1,1,8,3,1,South,30.240000000000002,0
609,1.38,27,2299,0,4,25,20,0,South,51.54,0
610,9.4,39,1610,0,1,29,2,0,South,133.7,1
611,8.21,33,501,0,1,14,6,0,South,115.18,1
612,10.03,33,1968,1,5,21,20,1,South,129.74,1
613,1.09,52,1613,0,5,21,8,1,North,86.72,1
614,5.96,44,2364,0,2,11,14,1,East,113.68,1
615,7.68,26,725,0,4,26,2,0,North,100.44,0
616,2.32,50,1514,0,3,0,5,0,East,93.56,1
617,1.98,36,1296,0,4,17,6,0,East,69.84,1
618,10.3,22,678,0,2,6,8,1,South,115.4,0
619,9.33,44,1558,0,2,20,2,0,North,140.64,1
620,1.32,44,1959,1,2,19,8,0,South,76.56,1
621,4.18,25,2204,1,1,30,18,0,East,70.94,0
622,1.9,51,2366,1,3,15,16,0,North,91.7,1
623,11.33,23,1856,0,1,27,2,1,South,125.14,0
624,11.76,53,1634,0,4,27,18,0,North,173.57999999999998,1
625,2.67,35,650,0,1,10,17,1,East,73.86,1
626,10.85,26,413,1,1,2,5,0,North,125.8,0
627,4.16,13,1817,0,2,21,11,0,North,52.78,0
628,9.39,20,473,1,5,11,13,0,South,105.12,0
629,7.82,44,1300,0,5,13,19,1,West,128.56,1
630,8.29,19,301,0,4,30,4,0,West,94.82,0
631,4.05,22,1446,1,3,16,3,0,West,65.4,0
632,1.6,49,889,0,3,4,13,1,East,86.3,1
633,11.06,49,2291,0,5,29,19,1,North,161.98000000000002,1
634,8.99,23,1759,0,1,24,8,0,East,106.42,0
635,5.72,51,2132,1,5,1,16,1,East,122.25999999999999,1
636,3.85,54,1265,1,1,17,20,1,South,111.8,1
637,2.01,29,1000,0,2,20,15,1,North,59.58,0
638,3.6,33,1197,1,3,29,16,0,East,78.3,1
639,4.1,44,1850,0,3,15,16,1,West,98.8,1
640,8.89,42,345,1,5,26,19,1,South,134.12,1
641,8.74,27,520,0,1,16,18,0,North,110.42,0
642,3.12,34,793,1,3,2,15,0,West,75.96000000000001,1
643,6.65,38,2162,0,2,10,11,0,North,110.2,1
644,8.78,20,466,0,1,16,14,0,East,100.24,0
645,7.13,26,1371,0,5,16,5,1,North,96.03999999999999,0
646,1.48,28,1140,0,1,27,12,0,North,53.84,0
647,2.33,55,2069,0,5,20,3,1,South,101.14,1
648,6.68,35,2358,1,2,1,12,1,East,105.94,1
649,11.77,30,2089,1,2,5,12,0,North,139.16,0
650,6.4,57,1943,1,3,23,18,1,West,136.7,1
651,7.23,26,1505,1,3,17,8,0,South,96.84,0
652,10.22,26,351,1,2,8,6,0,South,120.76,0
653,9.72,53,1553,1,5,11,9,0,West,157.26,1
654,7.0,54,2326,0,4,24,16,0,North,137.0,1
655,6.7,30,1373,1,3,6,7,1,South,98.6,0
656,8.72,60,944,0,3,3,5,0,East,159.76,1
657,8.75,18,1533,1,2,10,8,1,North,97.0,0
658,2.66,35,2273,0,3,0,17,1,East,73.78,1
659,3.3,19,288,1,4,29,3,1,South,54.9,0
660,11.91,58,504,0,3,19,16,0,South,182.28,1
661,1.49,24,223,0,1,27,9,0,East,47.92,0
662,2.7,25,2068,0,1,22,9,0,East,59.1,0
663,5.52,25,1639,1,3,19,20,1,South,81.66,0
664,3.67,15,378,1,2,27,10,0,West,51.86,0
665,4.95,19,1179,1,5,3,18,0,South,68.1,0
666,1.28,17,2059,0,3,26,5,1,North,35.74,0
667,11.07,51,1132,0,3,7,6,1,North,165.06,1
668,9.92,56,1895,0,4,29,7,0,North,163.36,1
669,8.42,12,232,0,4,23,1,0,West,85.36,0
670,4.85,44,621,0,5,4,5,1,West,104.8,1
671,1.57,20,1695,1,3,9,9,0,West,42.56,0
672,11.58,17,1604,0,2,24,2,0,North,118.14,0
673,4.45,55,2062,1,3,14,9,0,West,118.1,1
674,3.43,18,637,0,1,17,2,1,North,54.44,0
675,4.14,49,424,0,4,13,6,1,East,106.62,1
676,3.48,27,447,1,4,29,19,1,South,68.34,0
677,3.11,38,1379,1,2,21,3,0,North,81.88,1
678,10.95,57,1018,1,2,25,1,0,North,173.1,1
679,5.22,12,693,1,3,21,9,1,North,59.76,0
680,10.0,19,823,1,1,11,14,0,North,108.5,0
681,7.69,26,405,0,4,16,5,1,West,100.52000000000001,0
682,9.35,33,327,1,1,30,19,0,East,124.3,1
683,6.3,26,1157,1,5,6,10,0,North,89.4,0
684,7.46,60,2319,0,2,2,11,1,East,149.68,1
685,2.81,15,754,1,4,14,9,0,West,44.980000000000004,0
686,2.54,15,2068,1,1,9,1,1,West,42.82,0
687,7.12,38,795,1,4,11,18,0,South,113.96000000000001,1
688,6.01,14,647,1,1,6,2,0,East,69.08,0
689,2.14,58,389,0,1,18,10,0,West,104.12,1
690,5.45,49,1599,0,1,8,10,0,North,117.1,1
691,6.92,21,844,0,3,26,7,0,East,86.86,0
692,1.56,14,766,0,5,26,7,0,North,33.480000000000004,0
693,9.61,54,776,0,4,12,5,0,East,157.88,1
694,2.39,36,1235,0,4,5,16,1,South,73.12,1
695,8.07,41,1705,1,5,9,16,1,West,126.06,1
696,5.9,54,696,0,1,20,9,0,East,128.2,1
697,11.91,13,2066,1,3,10,1,0,East,114.78,0
698,3.21,30,644,0,3,2,2,0,South,70.68,0
699,3.54,30,682,1,4,22,6,0,East,73.32,0
700,11.4,11,998,1,5,17,5,1,West,107.7,0
701,2.58,20,933,1,4,2,1,1,South,50.64,0
702,1.19,21,1830,1,5,20,16,0,East,41.019999999999996,0
703,11.26,20,420,1,1,15,12,0,North,120.08,0
704,5.72,51,528,0,1,24,11,0,North,122.25999999999999,1
705,10.38,31,1513,1,4,29,12,1,East,129.54000000000002,1
706,1.68,14,1588,1,5,19,12,1,North,34.44,0
707,4.4,45,994,1,2,9,17,0,West,102.7,1
708,8.46,53,2375,0,1,14,2,0,West,147.18,1
709,6.15,38,1987,0,5,16,7,1,West,106.2,1
710,10.18,35,745,1,4,0,13,1,West,133.94,1
711,9.68,46,611,1,5,22,4,1,South,146.44,1
712,10.06,22,1967,0,2,17,18,1,West,113.48,0
713,5.45,27,2257,1,5,30,9,0,East,84.1,0
714,3.31,15,2003,1,4,17,15,1,East,48.980000000000004,0
715,3.56,23,892,1,2,29,10,0,North,62.980000000000004,0
716,10.06,52,488,1,1,24,15,0,East,158.48000000000002,1
717,6.18,39,229,1,4,19,10,0,East,107.94,1
718,5.76,60,2292,1,3,11,19,0,East,136.07999999999998,1
719,10.16,54,1223,0,1,5,3,0,South,162.28,1
720,2.77,27,1451,0,1,5,6,1,East,62.66,0
721,7.84,50,993,0,5,4,7,1,East,137.72,1
722,1.56,51,815,0,4,21,19,1,East,88.98,1
723,1.24,19,2186,0,5,22,9,0,South,38.42,0
724,11.11,22,2324,0,1,3,12,1,West,121.88,0
725,2.63,44,415,1,4,14,7,0,West,87.03999999999999,1
726,10.23,26,1866,0,2,19,16,0,East,120.84,0
727,2.1,19,600,0,2,16,5,0,North,45.3,0
728,5.44,17,2378,0,1,8,7,0,East,69.02000000000001,0
729,10.59,34,625,0,2,30,1,0,South,135.72,1
730,6.05,15,1832,0,3,30,18,1,South,70.9,0
731,7.12,32,654,1,3,5,14,0,North,104.96000000000001,1
732,9.17,10,367,1,3,14,8,0,South,88.36,0
733,10.46,15,2170,1,1,26,11,0,North,106.18,0
734,3.42,26,334,0,2,24,3,0,West,66.36,0
735,10.8,18,1732,0,2,27,18,0,North,113.4,0
736,2.73,47,1768,1,5,23,6,0,South,92.34,1
737,5.97,24,585,1,5,15,10,0,West,83.75999999999999,0
738,2.51,21,1593,0,3,10,17,1,North,51.58,0
739,3.45,28,963,1,4,8,13,0,South,69.6,0
740,5.08,14,1636,1,1,9,15,1,West,61.64,0
741,5.95,27,643,1,1,27,17,0,North,88.1,0
742,11.05,47,1916,1,3,2,18,0,North,158.9,1
743,1.7,43,851,0,1,11,9,0,West,78.1,1
744,1.03,60,1125,1,2,17,5,1,South,98.24,1
745,3.19,46,1056,1,4,10,14,1,East,94.52,1
746,7.48,34,472,1,2,22,17,1,West,110.84,1
747,2.1,56,601,0,5,1,8,1,West,100.8,1
748,4.23,30,468,0,4,10,1,0,East,78.84,0
749,3.52,21,2240,1,2,9,2,0,South,59.66,0
750,6.29,46,705,1,3,25,15,1,South,119.32,1
751,6.19,53,1410,1,5,10,17,1,North,129.02,1
752,3.71,18,1432,1,2,8,14,1,East,56.68,0
753,11.38,31,302,1,5,28,18,0,West,137.54000000000002,1
754,5.58,16,2253,1,5,18,9,1,North,68.64,0
755,9.41,11,1161,1,3,24,4,0,South,91.78,0
756,6.2,43,519,0,4,2,7,0,West,114.1,1
757,7.74,31,849,0,3,20,11,1,South,108.42,1
758,8.02,39,771,0,5,30,4,1,West,122.66,1
759,5.59,52,2092,0,3,16,18,0,North,122.72,1
760,3.25,31,1632,1,3,27,11,1,North,72.5,1
761,2.83,29,1824,0,2,7,5,0,East,66.14,0
762,6.49,31,868,1,2,23,7,1,North,98.42,1
763,6.11,25,2495,0,2,25,8,1,East,86.38,0
764,6.86,34,1487,0,4,30,16,0,North,105.88,1
765,6.38,59,999,1,5,26,1,1,East,139.54,1
766,5.74,39,1682,1,4,3,13,1,South,104.42,1
767,7.76,57,1318,0,1,12,5,1,West,147.57999999999998,1
768,6.98,42,1039,0,4,25,13,1,North,118.84,1
769,10.15,10,728,0,1,11,6,1,South,96.2,0
770,3.48,32,1831,0,3,27,18,1,North,75.84,1
771,8.41,52,1468,1,5,3,3,0,North,145.28,1
772,3.54,43,2295,0,3,9,9,1,North,92.82,1
773,1.32,13,422,1,1,7,19,0,West,30.060000000000002,0
774,5.64,50,404,0,4,18,8,0,East,120.12,1
775,6.56,16,874,1,3,21,16,0,South,76.47999999999999,0
776,6.88,34,304,1,1,2,15,1,South,106.03999999999999,1
777,5.53,21,1399,1,1,14,20,0,North,75.74000000000001,0
778,3.64,10,1083,0,2,19,1,1,East,44.120000000000005,0
779,8.66,58,956,0,3,8,6,0,South,156.28,1
780,11.59,11,1279,1,4,2,7,0,South,109.22,0
781,8.16,55,865,0,4,27,13,1,West,147.78,1
782,2.8,56,1618,1,5,14,1,0,South,106.4,1
783,10.04,33,2338,0,1,15,14,1,West,129.82,1
784,4.12,10,968,1,4,29,8,1,South,47.96,0
785,1.16,38,1285,1,1,7,8,1,West,66.28,1
786,1.96,43,2109,1,4,0,14,0,West,80.18,1
787,11.79,47,312,1,5,28,7,0,North,164.82,1
788,1.46,19,2032,1,2,13,7,0,East,40.18,0
789,4.03,54,1417,0,3,3,6,0,East,113.24000000000001,1
790,1.18,29,1720,0,5,28,13,1,North,52.94,0
791,3.85,31,1154,1,1,9,7,1,West,77.3,1
792,2.99,14,397,0,4,1,2,1,East,44.92,0
793,1.48,34,2059,1,3,29,10,0,East,62.84,1
794,6.98,31,1964,1,4,22,14,1,West,102.34,1
795,3.98,44,850,1,1,21,12,1,East,97.84,1
796,10.97,47,2008,1,5,22,5,1,West,158.26,1
797,6.08,56,420,0,3,21,10,0,North,132.64,1
798,9.69,59,2184,0,3,29,10,1,North,166.01999999999998,1
799,2.59,37,1924,1,5,10,2,1,East,76.22,1
800,1.4,19,480,0,3,5,15,1,South,39.7,0
801,9.55,37,2446,0,1,30,8,1,West,131.9,1
802,2.56,18,1627,0,5,22,4,0,South,47.480000000000004,0
803,5.79,32,2386,1,5,12,10,0,North,94.32,1
804,5.2,45,1456,1,1,24,12,0,North,109.1,1
805,11.44,39,1786,0,3,22,1,0,South,150.01999999999998,1
806,11.88,30,697,0,3,27,20,0,West,140.04000000000002,0
807,1.93,29,1202,0,3,5,15,0,North,58.94,0
808,4.74,12,1769,1,4,30,2,0,South,55.92,0
809,4.14,42,635,0,2,17,14,1,North,96.12,1
810,1.49,22,1949,0,4,27,20,1,West,44.92,0
811,4.78,51,913,0,2,27,19,0,North,114.74000000000001,1
812,8.6,13,1592,0,1,6,7,0,East,88.3,0
813,3.48,33,293,0,2,6,14,1,East,77.34,1
814,11.09,15,1965,0,3,1,4,0,West,111.22,0
815,8.23,46,293,1,4,4,1,1,North,134.84,1
816,8.33,31,924,1,2,21,16,0,North,113.14,1
817,3.25,33,1440,1,2,2,4,1,West,75.5,1
818,2.49,34,2114,1,1,6,13,0,South,70.92,1
819,3.02,47,1387,1,1,24,7,0,East,94.66,1
820,4.26,34,828,0,2,26,4,0,South,85.08,1
821,5.8,25,444,0,5,24,5,1,East,83.9,0
822,2.26,52,1215,0,1,18,19,1,East,96.08,1
823,5.39,25,1279,0,3,26,10,1,East,80.62,0
824,8.59,22,1791,1,2,19,10,0,West,101.72,0
825,3.88,18,575,1,1,20,18,1,South,58.04,0
826,10.96,55,1243,1,5,26,7,1,North,170.18,1
827,2.79,16,1037,1,2,17,6,1,West,46.32,0
828,2.97,47,1095,0,5,14,8,1,South,94.26,1
829,1.72,11,370,0,1,7,3,1,South,30.259999999999998,0
830,2.28,33,2252,1,1,30,2,1,North,67.74,1
831,6.75,34,1933,1,2,17,13,1,East,105.0,1
832,3.49,22,1424,0,2,2,7,1,East,60.92,0
833,3.34,37,2422,1,2,6,3,1,West,82.22,1
834,6.61,21,2483,0,5,20,7,1,North,84.38,0
835,3.27,37,1128,0,4,26,18,1,North,81.66,1
836,2.47,26,1409,0,3,3,2,1,East,58.760000000000005,0
837,3.34,17,1509,0,5,24,15,1,West,52.22,0
838,10.36,38,1272,1,3,25,5,1,North,139.88,1
839,4.17,44,349,1,4,10,4,0,West,99.36,1
840,3.13,38,1755,1,1,3,11,1,East,82.03999999999999,1
841,1.71,19,2415,1,1,7,14,1,South,42.18,0
842,8.55,30,845,1,5,13,16,0,South,113.4,0
843,7.62,19,1954,0,1,3,8,0,East,89.46000000000001,0
844,1.43,33,1421,0,5,20,10,1,East,60.94,1
845,9.55,16,769,1,2,3,11,0,East,100.4,0
846,3.17,26,1154,1,1,20,18,1,North,64.36,0
847,10.7,33,720,0,5,15,12,1,South,135.1,1
848,8.22,22,231,0,4,19,2,1,West,98.76,0
849,5.15,33,795,1,2,19,16,0,North,90.7,1
850,6.38,34,256,0,3,29,8,1,North,102.03999999999999,1
851,9.78,14,975,1,2,22,8,1,North,99.24,0
852,10.11,27,2414,0,3,28,20,0,North,121.38,0
853,9.48,45,1955,0,2,4,13,0,North,143.34,1
854,2.47,53,1599,1,5,24,20,1,South,99.26,1
855,9.54,47,1136,1,4,6,1,1,North,146.82,1
856,1.93,36,1011,1,5,21,18,1,South,69.44,1
857,10.18,14,2283,0,2,15,20,0,South,102.44,0
858,4.69,34,2200,0,4,18,9,0,North,88.52000000000001,1
859,9.65,52,480,1,3,17,4,0,East,155.2,1
860,1.4,49,1864,0,5,4,16,1,North,84.7,1
861,1.99,47,2414,0,2,17,17,0,South,86.42,1
862,6.24,31,435,1,4,12,15,0,West,96.42,1
863,8.54,30,882,1,2,7,11,1,North,113.32,0
864,10.27,55,2271,0,2,25,5,0,West,164.66,1
865,5.83,44,2369,0,2,12,12,1,North,112.64,1
866,2.94,16,961,1,4,30,11,0,East,47.519999999999996,0
867,6.41,26,1787,1,5,25,11,1,East,90.28,0
868,1.98,18,1807,1,2,30,13,0,South,42.84,0
869,11.87,31,2464,0,3,17,1,0,East,141.45999999999998,1
870,3.16,20,1960,0,2,22,15,1,North,55.28,0
871,3.37,38,952,1,4,24,4,1,West,83.96000000000001,1
872,2.22,16,841,0,3,24,14,0,East,41.760000000000005,0
873,3.38,40,1628,1,5,4,10,1,North,87.03999999999999,1
874,9.25,26,1682,0,1,25,11,0,East,113.0,0
875,1.93,59,2107,0,3,22,11,1,North,103.94,1
876,4.73,42,1447,1,5,10,10,0,East,100.84,1
877,6.51,56,502,0,3,12,5,1,North,136.07999999999998,1
878,1.32,16,715,1,4,19,16,0,West,34.56,0
879,3.83,53,906,1,2,21,12,0,East,110.14,1
880,2.97,31,1450,0,5,16,3,0,South,70.26,1
881,7.5,47,1820,0,2,3,13,1,West,130.5,1
882,1.5,58,623,1,3,14,18,1,East,99.0,1
883,3.41,29,2199,1,4,18,3,1,South,70.78,0
884,9.41,52,1200,0,5,22,4,0,West,153.28,1
885,2.14,49,718,1,1,12,13,1,West,90.62,1
886,2.27,38,920,0,2,14,11,1,East,75.16,1
887,6.93,15,2127,0,1,22,9,0,West,77.94,0
888,7.17,13,1784,0,3,5,7,1,West,76.86,0
889,11.2,20,1905,1,5,7,14,0,North,119.6,0
890,2.54,59,2391,1,3,23,13,1,East,108.82,1
891,4.81,37,519,1,1,13,11,1,East,93.97999999999999,1
892,2.19,24,631,0,1,20,19,0,West,53.519999999999996,0
893,8.99,47,629,1,3,19,5,0,West,142.42000000000002,1
894,2.55,14,1877,0,1,25,20,0,West,41.4,0
895,6.57,17,1498,0,1,12,18,0,North,78.06,0
896,6.18,22,2394,0,2,4,9,1,West,82.44,0
897,11.36,15,892,1,2,13,19,0,East,113.38,0
898,8.98,47,1526,1,1,30,14,1,East,142.34,1
899,7.03,42,296,0,5,16,8,0,East,119.24000000000001,1
900,11.02,13,1544,1,2,2,14,0,North,107.66,0
901,6.73,27,2469,1,4,28,4,0,East,94.34,0
902,3.09,12,1605,1,1,14,10,1,North,42.72,0
903,1.6,40,2015,1,4,3,9,0,South,72.8,1
904,5.53,10,1766,0,2,3,10,0,East,59.24,0
905,4.27,12,404,0,3,1,8,0,West,52.16,0
906,4.54,16,1222,0,1,5,13,1,South,60.32,0
907,4.73,26,1088,1,4,30,3,0,West,76.84,0
908,9.45,11,1414,1,3,7,1,1,North,92.1,0
909,1.58,56,2157,1,1,21,9,0,East,96.64,1
910,8.31,38,621,0,2,20,3,0,West,123.48,1
911,8.61,21,625,1,1,7,13,1,West,100.38,0
912,4.2,18,1910,1,3,20,3,0,South,60.6,0
913,4.11,39,2019,1,3,8,20,1,South,91.38,1
914,3.2,44,2331,0,4,17,6,1,East,91.6,1
915,3.1,49,2342,1,2,18,1,0,South,98.3,1
916,9.6,54,1715,0,3,20,2,0,South,157.8,1
917,6.17,40,853,1,3,2,11,0,East,109.36,1
918,3.1,54,604,0,1,17,18,0,North,105.8,1
919,2.65,54,407,0,3,4,4,0,South,102.2,1
920,1.02,47,1446,1,3,9,6,0,South,78.66,1
921,7.95,41,2134,0,4,3,16,0,East,125.1,1
922,9.54,53,874,1,5,9,14,0,North,155.82,1
923,6.96,40,1950,0,3,6,5,0,West,115.68,1
924,10.42,46,2197,1,2,0,6,1,East,152.36,1
925,3.35,23,654,1,4,14,17,0,South,61.3,0
926,7.83,22,1025,1,1,30,1,0,West,95.64,0
927,2.28,41,983,0,5,22,14,1,East,79.74,1
928,1.1,47,1948,1,4,26,5,0,East,79.3,1
929,6.27,52,1547,1,3,23,20,1,North,128.16,1
930,2.44,41,2101,0,3,25,1,0,West,81.02,1
931,2.32,20,385,0,1,28,14,1,East,48.56,0
932,8.84,40,271,1,2,20,5,1,East,130.72,1
933,10.66,38,1889,0,1,8,7,0,North,142.28,1
934,1.92,20,1728,1,3,28,12,1,North,45.36,0
935,8.66,47,701,1,5,14,6,0,North,139.78,1
936,8.04,50,2335,1,3,9,14,0,South,139.32,1
937,11.72,60,969,1,5,21,10,0,East,183.76,1
938,6.85,57,854,1,4,23,2,0,West,140.3,1
939,7.05,39,697,1,4,2,4,1,East,114.9,1
940,10.42,15,393,1,4,6,14,1,North,105.86,0
941,2.85,56,1339,1,1,12,9,1,West,106.8,1
942,7.2,20,1209,0,5,3,10,0,East,87.6,0
943,4.69,12,1526,1,4,27,15,1,East,55.52,0
944,9.61,42,1542,1,3,29,17,1,North,139.88,1
945,7.72,30,574,0,2,23,5,0,West,106.75999999999999,0
946,4.99,32,1595,1,3,3,9,0,North,87.92,1
947,4.01,55,872,1,5,24,12,1,West,114.58,1
948,8.11,44,1402,0,4,20,17,1,South,130.88,1
